design_id,L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,PC,DFC,eco_friend,cost,closnesscentrality,betweenesscentrality,modularity_class,outdegree,fpn1,fpn2,fpn3,fpn4,fpn5,fpn6,fpn7,fpn8,fpn9,fpn10,fpn11,fpn12,fpn13,fpn14,fpn15,fpn16,fpn17,fpn18,fpn19,fpn20,fpn21,fpn22,fpn23,fpn24,fpn25,fpn26,fpn27,fpn28,fpn29,fpn30,fpn31,fpn32,fpn33,fpn34,fpn35,fpn36,fpn37,fpn38,fpn39,fpn40,fpn41,fpn42,fpn43,fpn44,fpn45,fpn46,fpn47,fpn48,fpn49,fpn50,fpn51,fpn52,fpn53,fpn54,fpn55,fpn56,fpn57,fpn58,fpn59,fpn60,fpn61,fpn62,fpn63,fpn64,fpn65,fpn66,fpn67,fpn68,fpn69,fpn70,fpn71,fpn72,fpn73,fpn74,fpn75,fpn76,fpn77,fpn78,fpn79,fpn80,fpn81,fpn82,fpn83,fpn84,fpn85,fpn86,fpn87,fpn88,fpn89,fpn90,fpn91,fpn92,fpn93,fpn94,fpn95,fpn96
4380,120,20,8,400,250,15000,0,1,1,0,1,0,0,8.7351,124.21,1,6.684,1,499,101,101,101,101,101,101,101,101,101,101,101,101,1.859,1.859,1.859,1.859,101,101,101,101,101,101,101,101,2.049,2.049,2.049,2.049,2.129,2.129,2.129,2.129,0.686,0.686,0.686,0.686,101,101,101,101,101,101,101,101,1.724,1.724,1.724,1.724,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4421,120,30,13,0,400,15000,0,1,1,0,1,0,0,6.8064,172.63,1,7.052,1,499,101,101,101,101,101,101,101,101,101,101,101,101,10.713,10.713,10.713,10.713,101,101,101,101,101,101,101,101,8.894,8.894,8.894,8.894,9.24,9.24,9.24,9.24,101,101,101,101,101,101,101,101,101,101,101,101,8.916,8.916,8.916,8.916,101,101,101,101,101,101,101,101,101,101,101,101,15.236,15.236,15.236,15.236,101,101,101,101,101,101,101,101,9.007,9.007,9.007,9.007,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4559,180,25,8,400,400,25000,0,1,1,0,1,0,0,7.7719,208.51,0.994,7.995,1,496,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4562,180,30,8,400,400,25000,0,1,1,0,1,0,0,7.318,222.96,0.994,7.982,1,496,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4817,150,25,8,0,50,25000,600,1,1,0,1,0,0,8.0342,264.88,0.992,8.473,1,495,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4882,120,20,13,0,50,15000,0,0,0,1,1,0,0,3.7732,122.31,1,7.249,1,499,101,101,101,101,2.665,2.665,2.665,2.665,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.323,4.323,4.323,4.323,4.491,4.491,4.491,4.491,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.378,4.378,4.378,4.378,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4898,150,30,8,400,50,15000,0,0,0,1,1,0,0,3.4969,141.36,1,6.129,1,499,2.876,2.876,2.876,2.876,4.175,4.175,4.175,4.175,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.746,5.746,5.746,5.746,5.969,5.969,5.969,5.969,4.418,4.418,4.418,4.418,4.534,4.534,4.534,4.534,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.819,5.819,5.819,5.819,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4948,180,30,13,400,250,15000,0,0,0,1,1,0,0,1.4483,213.25,1,8.807,1,499,13.867,13.867,13.867,13.867,15.057,15.057,15.057,15.057,101,101,101,101,19.942,19.942,19.942,19.942,101,101,101,101,101,101,101,101,16.008,16.008,16.008,16.008,16.631,16.631,16.631,16.631,14.944,14.944,14.944,14.944,15.337,15.337,15.337,15.337,14.528,14.528,14.528,14.528,16.376,16.376,16.376,16.376,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.211,16.211,16.211,16.211,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,14.385,14.385,14.385,14.385
5059,120,30,13,0,250,25000,0,0,0,1,1,0,0,2.4423,188.95,1,7.906,1,499,101,101,101,101,14.01,14.01,14.01,14.01,101,101,101,101,18.689,18.689,18.689,18.689,101,101,101,101,101,101,101,101,15.062,15.062,15.062,15.062,15.647,15.647,15.647,15.647,101,101,101,101,101,101,101,101,101,101,101,101,15.4,15.4,15.4,15.4,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.252,15.252,15.252,15.252,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
5210,180,30,8,800,250,15000,0,1,0,1,1,0,0,2.1284,168.45,1,8.138,1,499,7.174,7.174,7.174,7.174,8.447,8.447,8.447,8.447,101,101,101,101,11.846,11.846,11.846,11.846,101,101,101,101,101,101,101,101,9.711,9.711,9.711,9.711,10.088,10.088,10.088,10.088,8.528,8.528,8.528,8.528,8.752,8.752,8.752,8.752,6.453,6.453,6.453,6.453,9.793,9.793,9.793,9.793,3.133,3.133,3.133,3.133,3.306,3.306,3.306,3.306,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.834,9.834,9.834,9.834,101,101,101,101,2.905,2.905,2.905,2.905,3.038,3.038,3.038,3.038,101,101,101,101,6.479,6.479,6.479,6.479
5252,180,30,8,800,400,15000,0,1,0,1,1,0,0,2.0155,170.86,0.996,8.012,1,497,7.607,7.607,7.607,7.607,8.812,8.812,8.812,8.812,101,101,101,101,12.319,12.319,12.319,12.319,101,101,101,101,101,101,101,101,10.084,10.084,10.084,10.084,10.476,10.476,10.476,10.476,8.887,8.887,8.887,8.887,9.121,9.121,9.121,9.121,6.436,6.436,6.436,6.436,10.18,10.18,10.18,10.18,3.595,3.595,3.595,3.595,3.749,3.749,3.749,3.749,101,101,101,101,14.953,14.953,14.953,14.953,101,101,101,101,101,101,101,101,10.211,10.211,10.211,10.211,101,101,101,101,3.411,3.411,3.411,3.411,3.517,3.517,3.517,3.517,101,101,101,101,6.444,6.444,6.444,6.444
5329,120,25,13,400,250,25000,0,1,0,1,1,0,0,2.1155,182.7,1,9.09,1,499,101,101,101,101,12.657,12.657,12.657,12.657,101,101,101,101,17.072,17.072,17.072,17.072,101,101,101,101,101,101,101,101,13.743,13.743,13.743,13.743,14.277,14.277,14.277,14.277,12.695,12.695,12.695,12.695,13.029,13.029,13.029,13.029,11.853,11.853,11.853,11.853,14.078,14.078,14.078,14.078,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.801,11.801,11.801,11.801
5414,150,30,8,800,50,15000,300,1,0,1,1,0,0,2.3659,192.51,0.996,8.229,1,497,11.238,11.238,11.238,11.238,12.384,12.384,12.384,12.384,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.532,13.532,13.532,13.532,14.058,14.058,14.058,14.058,12.409,12.409,12.409,12.409,12.735,12.735,12.735,12.735,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.702,13.702,13.702,13.702,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
5463,180,25,8,400,400,15000,300,1,0,1,1,0,0,2.3962,188.71,0.994,7.918,1,496,10.16,10.16,10.16,10.16,11.431,11.431,11.431,11.431,0.061,0.061,0.061,0.061,14.914,14.914,14.914,14.914,101,101,101,101,101,101,101,101,12.56,12.56,12.56,12.56,13.049,13.049,13.049,13.049,11.409,11.409,11.409,11.409,11.709,11.709,11.709,11.709,8.494,8.494,8.494,8.494,12.758,12.758,12.758,12.758,101,101,101,101,6.737,6.737,6.737,6.737,101,101,101,101,19.12,19.12,19.12,19.12,101,101,101,101,101,101,101,101,12.719,12.719,12.719,12.719,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.491,8.491,8.491,8.491
5582,180,30,8,800,50,15000,600,1,0,1,1,0,0,1.6872,248.7,0.977,8.183,1,487,18.479,18.479,18.479,18.479,19.573,19.573,19.573,19.573,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.36,20.36,20.36,20.36,21.1,21.1,21.1,21.1,19.459,19.459,19.459,19.459,19.971,19.971,19.971,19.971,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.567,20.567,20.567,20.567,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
5602,150,25,8,0,400,15000,600,1,0,1,1,0,0,2.68,208.98,0.992,8.388,1,495,101,101,101,101,14.754,14.754,14.754,14.754,101,101,101,101,19.599,19.599,19.599,19.599,101,101,101,101,101,101,101,101,15.807,15.807,15.807,15.807,16.421,16.421,16.421,16.421,101,101,101,101,101,101,101,101,101,101,101,101,16.217,16.217,16.217,16.217,101,101,101,101,101,101,101,101,101,101,101,101,27.879,27.879,27.879,27.879,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
5687,120,25,13,0,50,15000,0,0,1,1,1,0,0,8.1665,162.05,1,7.495,1,499,101,101,101,101,5.541,5.541,5.541,5.541,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.974,6.974,6.974,6.974,7.245,7.245,7.245,7.245,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.062,7.062,7.062,7.062,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
5821,150,20,8,400,50,25000,0,0,1,1,1,0,0,9.3739,189.49,1,8.374,1,499,6.298,6.298,6.298,6.298,7.527,7.527,7.527,7.527,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.909,8.909,8.909,8.909,9.268,9.268,9.268,9.268,7.732,7.732,7.732,7.732,7.885,7.885,7.885,7.885,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.063,9.063,9.063,9.063,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
5947,120,20,8,400,50,15000,0,1,1,1,1,0,0,8.8907,131.7,1,6.86,1,499,101,101,101,101,1.513,1.513,1.513,1.513,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,3.206,3.206,3.206,3.206,3.331,3.331,3.331,3.331,1.824,1.824,1.824,1.824,1.872,1.872,1.872,1.872,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
5971,120,30,13,800,50,15000,0,1,1,1,1,0,0,6.4881,196.54,0.998,8.213,1,498,10.179,10.179,10.179,10.179,11.389,11.389,11.389,11.389,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.566,12.566,12.566,12.566,13.055,13.055,13.055,13.055,11.414,11.414,11.414,11.414,11.714,11.714,11.714,11.714,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.725,12.725,12.725,12.725,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6125,120,25,8,400,250,25000,0,1,1,1,1,0,0,8.2449,192.7,1,8.498,1,499,101,101,101,101,9.794,9.794,9.794,9.794,101,101,101,101,13.529,13.529,13.529,13.529,101,101,101,101,101,101,101,101,11.072,11.072,11.072,11.072,11.503,11.503,11.503,11.503,9.901,9.901,9.901,9.901,10.162,10.162,10.162,10.162,8.648,8.648,8.648,8.648,11.167,11.167,11.167,11.167,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.695,8.695,8.695,8.695
6148,150,20,8,0,400,25000,0,1,1,1,1,0,0,8.8389,185.69,0.996,8.303,1,497,101,101,101,101,101,101,101,101,101,101,101,101,10.014,10.014,10.014,10.014,101,101,101,101,101,101,101,101,8.386,8.386,8.386,8.386,8.712,8.712,8.712,8.712,101,101,101,101,101,101,101,101,101,101,101,101,8.344,8.344,8.344,8.344,101,101,101,101,101,101,101,101,101,101,101,101,14.173,14.173,14.173,14.173,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6251,180,20,8,0,400,15000,300,1,1,1,1,0,0,8.1443,188.91,0.996,7.94,1,497,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6265,180,25,8,400,400,15000,300,1,1,1,1,0,0,7.3962,212.79,0.99,8.613,1,494,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,0.05,0.05,0.05,0.05,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394
6304,120,30,8,800,50,25000,300,1,1,1,1,0,0,7.3536,250.27,0.998,8.977,1,498,18.209,18.209,18.209,18.209,19.303,19.303,19.303,19.303,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20,20,20,20,20.726,20.726,20.726,20.726,19.098,19.098,19.098,19.098,19.601,19.601,19.601,19.601,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.252,20.252,20.252,20.252,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6416,150,30,13,400,400,15000,600,1,1,1,1,0,0,5.8132,299.7,0.969,8.146,1,483,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,14.703,14.703,14.703,14.703,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,14.703,14.703,14.703,14.703,14.014,14.014,14.014,14.014,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158
6466,180,30,13,0,400,25000,600,1,1,1,1,0,0,5.4987,361.93,0.936,7.1,1,465,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6625,120,30,8,800,50,25000,0,1,0,0,0,1,0,2.6767,188.69,1,8.322,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,14.238,14.238,14.238,14.238,14.792,14.792,14.792,14.792,13.194,13.194,13.194,13.194,13.541,13.541,13.541,13.541,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6653,150,30,8,400,250,25000,0,1,0,0,0,1,0,2.7633,196.66,0.996,7.396,1,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,14.154,14.154,14.154,14.154,14.704,14.704,14.704,14.704,13.024,13.024,13.024,13.024,13.367,13.367,13.367,13.367,101,101,101,101,14.413,14.413,14.413,14.413,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,14.332,14.332,14.332,14.332,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6671,180,20,8,0,400,25000,0,1,0,0,0,1,0,3.4545,175.47,0.998,7.789,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.265,10.265,10.265,10.265,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6796,150,25,8,400,50,25000,300,1,0,0,0,1,0,2.9868,223.36,0.998,8.248,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.936,17.936,17.936,17.936,18.633,18.633,18.633,18.633,16.946,16.946,16.946,16.946,17.392,17.392,17.392,17.392,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6858,120,30,8,800,400,25000,300,1,0,0,0,1,0,1.9912,236.03,0.994,8.392,1,496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6889,180,30,13,0,250,15000,600,1,0,0,0,1,0,0.59834,305.93,0.99,8.449,0,494,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,30.019,30.019,30.019,30.019,31.185,31.185,31.185,31.185,101,101,101,101,101,101,101,101,101,101,101,101,31.247,31.247,31.247,31.247,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,30.398,30.398,30.398,30.398,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
6933,180,30,13,800,50,25000,600,1,0,0,0,1,0,0.31046,353.65,0.975,8.279,0,486,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,37.268,37.268,37.268,37.268,38.716,38.716,38.716,38.716,36.84,36.84,36.84,36.84,37.809,37.809,37.809,37.809,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,37.738,37.738,37.738,37.738,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
7003,120,30,8,800,50,15000,0,1,1,0,0,1,0,7.6799,180.66,1,7.465,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.372,9.372,9.372,9.372,9.736,9.736,9.736,9.736,8.477,8.477,8.477,8.477,8.482,8.482,8.482,8.482,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
7020,150,25,13,0,250,15000,0,1,1,0,0,1,0,7.2433,204.32,1,8.315,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.167,12.167,12.167,12.167,12.64,12.64,12.64,12.64,101,101,101,101,101,101,101,101,101,101,101,101,12.313,12.313,12.313,12.313,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
7023,150,30,13,0,250,15000,0,1,1,0,0,1,0,6.6823,223.51,1,7.432,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.433,15.433,15.433,15.433,16.063,16.063,16.063,16.063,101,101,101,101,101,101,101,101,101,101,101,101,15.827,15.827,15.827,15.827,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.591,15.591,15.591,15.591,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
7113,150,25,8,800,50,25000,0,1,1,0,0,1,0,8.0454,231.17,1,8.997,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.512,15.512,15.512,15.512,16.063,16.063,16.063,16.063,14.41,14.41,14.41,14.41,14.803,14.803,14.803,14.803,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.669,15.669,15.669,15.669,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
7215,120,30,8,800,50,15000,300,1,1,0,0,1,0,7.3056,222.39,0.998,8.622,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.724,15.724,15.724,15.724,16.335,16.335,16.335,16.335,14.663,14.663,14.663,14.663,15.048,15.048,15.048,15.048,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
7308,180,30,8,0,250,25000,300,1,1,0,0,1,0,7.3047,283.27,0.992,7.94,1,495,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
