design,time,fpn,expedience,variability,average,max_fall,max_rise,range
47,69,1.5747,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,69,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,69,0.12055,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,69,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,69,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,69,12.613,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,69,16.179,0.57913,485.33,18.476,-29.295,27.655,31.035
79,69,6.4847,0.66748,340.77,10.093,-21.88,20.644,21.88
80,69,17.416,0.65933,272.21,11.964,-18.724,15.748,19.084
94,69,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,69,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,69,13.165,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,69,2.2842,0.70847,456.68,13.541,-27.651,29.322,30.173
112,69,2.8204,0.74787,463.48,12.868,-31.143,30.541,32.173
127,69,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,69,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,69,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,69,1.9609,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,69,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,69,0.36173,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,69,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,69,14.234,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,69,19.148,0.5801,501.46,20.752,-29.745,29.26,31.765
207,69,8.9341,0.65242,381.94,12.024,-23.758,22.33,23.758
208,69,20.288,0.65475,296.69,13.983,-19.137,17.23,20.271
222,69,0.40319,0.66278,309.56,8.002,-17.999,17.9,17.999
223,69,0.89756,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,69,16.282,0.344,201.18,3.2058,-15.492,16.282,16.282
239,69,2.6341,0.69656,513.61,15.111,-30.241,32.407,33.21
240,69,3.2066,0.72106,523.99,14.969,-33.957,31.725,34.935
255,69,0.47663,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,69,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,69,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,69,2.305,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,69,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,69,0.67611,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,69,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,69,16.362,0.36095,268.5,8.307,-14.491,14.524,16.334
328,69,22.117,0.58558,513.05,22.612,-32.025,32.025,32.025
335,69,11.383,0.6486,411.87,13.768,-24.728,23.384,25.483
336,69,22.543,0.64693,350.06,15.903,-21.837,20.582,22.921
351,69,3.0253,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,69,18.789,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,69,2.9438,0.68952,576.9,16.734,-33.305,35.515,36.276
368,69,3.5507,0.69669,581.45,16.796,-36.012,34.853,36.944
383,69,1.0055,0.72065,349.83,8.272,-23.269,22.959,23.406
384,69,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,71,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,71,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,71,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,71,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,71,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,71,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,71,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,71,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,71,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,71,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,71,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,71,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,71,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,71,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,71,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,71,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,71,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,71,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,71,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,71,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,71,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,71,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,71,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,71,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,71,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,71,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,71,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,71,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,71,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,71,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,71,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,71,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,71,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,71,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,71,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,71,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,71,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,71,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,71,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,71,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,71,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,71,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,71,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,71,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,71,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,71,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,71,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,71,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,74,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,74,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,74,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,74,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,74,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,74,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,74,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,74,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,74,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,74,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,74,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,74,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,74,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,74,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,74,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,74,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,74,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,74,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,74,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,74,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,74,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,74,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,74,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,74,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,74,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,74,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,74,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,74,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,74,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,74,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,74,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,74,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,74,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,74,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,74,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,74,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,74,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,74,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,74,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,74,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,74,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,74,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,74,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,74,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,74,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,74,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,74,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,74,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,76,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,76,1.6948,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,76,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,76,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,76,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,76,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,76,12.116,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,76,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,76,2.6467,0.66748,340.77,10.093,-21.88,20.644,21.88
80,76,7.5726,0.65933,272.21,11.964,-18.724,15.748,19.084
94,76,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,76,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,76,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,76,2.4584,0.70847,456.68,13.541,-27.651,29.322,30.173
112,76,3.0354,0.74787,463.48,12.868,-31.143,30.541,32.173
127,76,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,76,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,76,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,76,2.1104,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,76,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,76,0.38933,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,76,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,76,13.948,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,76,10.481,0.5801,501.46,20.752,-29.745,29.26,31.765
207,76,3.0623,0.65242,381.94,12.024,-23.758,22.33,23.758
208,76,7.8283,0.65475,296.69,13.983,-19.137,17.23,20.271
222,76,0.43393,0.66278,309.56,8.002,-17.999,17.9,17.999
223,76,0.43366,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,76,5.6152,0.344,201.18,3.2058,-15.492,16.282,16.282
239,76,2.8349,0.69656,513.61,15.111,-30.241,32.407,33.21
240,76,3.451,0.72106,523.99,14.969,-33.957,31.725,34.935
255,76,0.51296,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,76,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,76,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,76,2.4807,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,76,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,76,0.72767,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,76,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,76,15.796,0.36095,268.5,8.307,-14.491,14.524,16.334
328,76,12.037,0.58558,513.05,22.612,-32.025,32.025,32.025
335,76,3.4326,0.6486,411.87,13.768,-24.728,23.384,25.483
336,76,8.2251,0.64693,350.06,15.903,-21.837,20.582,22.921
351,76,0.81243,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,76,5.6152,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,76,3.1682,0.68952,576.9,16.734,-33.305,35.515,36.276
368,76,3.8214,0.69669,581.45,16.796,-36.012,34.853,36.944
383,76,1.0821,0.72065,349.83,8.272,-23.269,22.959,23.406
384,76,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,77,12.011,0.53011,211.42,10.151,-12.339,11.448,13.727
47,77,1.8219,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,77,4.2027,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,77,2.1683,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,77,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,77,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,77,4.4985,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,77,17.409,0.57913,485.33,18.476,-29.295,27.655,31.035
79,77,7.7149,0.66748,340.77,10.093,-21.88,20.644,21.88
80,77,4.9404,0.65933,272.21,11.964,-18.724,15.748,19.084
94,77,4.8584,0.6748,286.66,6.752,-16.509,16.509,16.509
95,77,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,77,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,77,9.413,0.70847,456.68,13.541,-27.651,29.322,30.173
112,77,6.1299,0.74787,463.48,12.868,-31.143,30.541,32.173
127,77,1.6706,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,77,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,77,13.258,0.5275,212.23,11.393,-12.338,11.931,13.777
175,77,2.6383,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,77,4.9922,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,77,0.79178,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,77,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,77,6.6263,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,77,18.311,0.5801,501.46,20.752,-29.745,29.26,31.765
207,77,9.6443,0.65242,381.94,12.024,-23.758,22.33,23.758
208,77,6.97,0.65475,296.69,13.983,-19.137,17.23,20.271
222,77,6.6398,0.66278,309.56,8.002,-17.999,17.9,17.999
223,77,1.3658,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,77,5.23E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,77,10.599,0.69656,513.61,15.111,-30.241,32.407,33.21
240,77,8.3335,0.72106,523.99,14.969,-33.957,31.725,34.935
255,77,3.2859,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,77,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,77,13.981,0.52716,214.38,12.574,-12.338,12.338,13.827
303,77,3.4549,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,77,5.7015,0.60541,177.16,10.46,-12.084,12.084,14
318,77,1.5835,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,77,5.23E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,77,8.7541,0.36095,268.5,8.307,-14.491,14.524,16.334
328,77,18.999,0.58558,513.05,22.612,-32.025,32.025,32.025
335,77,10.811,0.6486,411.87,13.768,-24.728,23.384,25.483
336,77,8.2196,0.64693,350.06,15.903,-21.837,20.582,22.921
351,77,2.5586,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,77,5.23E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,77,11.648,0.68952,576.9,16.734,-33.305,35.515,36.276
368,77,12.035,0.69669,581.45,16.796,-36.012,34.853,36.944
383,77,5.0784,0.72065,349.83,8.272,-23.269,22.959,23.406
384,77,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,77,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,77,1.5747,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,77,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,77,0.12055,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,77,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,77,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,77,12.613,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,77,16.179,0.57913,485.33,18.476,-29.295,27.655,31.035
79,77,6.4847,0.66748,340.77,10.093,-21.88,20.644,21.88
80,77,17.416,0.65933,272.21,11.964,-18.724,15.748,19.084
94,77,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,77,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,77,13.165,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,77,2.2842,0.70847,456.68,13.541,-27.651,29.322,30.173
112,77,2.8204,0.74787,463.48,12.868,-31.143,30.541,32.173
127,77,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,77,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,77,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,77,1.9609,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,77,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,77,0.36173,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,77,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,77,14.234,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,77,19.148,0.5801,501.46,20.752,-29.745,29.26,31.765
207,77,8.9341,0.65242,381.94,12.024,-23.758,22.33,23.758
208,77,20.288,0.65475,296.69,13.983,-19.137,17.23,20.271
222,77,0.40319,0.66278,309.56,8.002,-17.999,17.9,17.999
223,77,0.89756,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,77,16.282,0.344,201.18,3.2058,-15.492,16.282,16.282
239,77,2.6341,0.69656,513.61,15.111,-30.241,32.407,33.21
240,77,3.2066,0.72106,523.99,14.969,-33.957,31.725,34.935
255,77,0.47663,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,77,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,77,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,77,2.305,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,77,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,77,0.67611,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,77,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,77,16.362,0.36095,268.5,8.307,-14.491,14.524,16.334
328,77,22.117,0.58558,513.05,22.612,-32.025,32.025,32.025
335,77,11.383,0.6486,411.87,13.768,-24.728,23.384,25.483
336,77,22.543,0.64693,350.06,15.903,-21.837,20.582,22.921
351,77,3.0253,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,77,18.789,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,77,2.9438,0.68952,576.9,16.734,-33.305,35.515,36.276
368,77,3.5507,0.69669,581.45,16.796,-36.012,34.853,36.944
383,77,1.0055,0.72065,349.83,8.272,-23.269,22.959,23.406
384,77,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,81,13.269,0.53011,211.42,10.151,-12.339,11.448,13.727
47,81,2.9188,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,81,7.8368,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,81,1.2944,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,81,1.0682,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,81,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,81,4.7581,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,81,17.873,0.57913,485.33,18.476,-29.295,27.655,31.035
79,81,8.0253,0.66748,340.77,10.093,-21.88,20.644,21.88
80,81,11.7,0.65933,272.21,11.964,-18.724,15.748,19.084
94,81,4.9352,0.6748,286.66,6.752,-16.509,16.509,16.509
95,81,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,81,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,81,8.0253,0.70847,456.68,13.541,-27.651,29.322,30.173
112,81,14.371,0.74787,463.48,12.868,-31.143,30.541,32.173
127,81,0.18854,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,81,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,81,14.676,0.5275,212.23,11.393,-12.338,11.931,13.777
175,81,3.7483,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,81,9.3197,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,81,1.8724,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,81,0.76774,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,81,6.9195,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,81,20.7,0.5801,501.46,20.752,-29.745,29.26,31.765
207,81,10.513,0.65242,381.94,12.024,-23.758,22.33,23.758
208,81,13.412,0.65475,296.69,13.983,-19.137,17.23,20.271
222,81,6.7447,0.66278,309.56,8.002,-17.999,17.9,17.999
223,81,2.1615,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,81,0.79008,0.344,201.18,3.2058,-15.492,16.282,16.282
239,81,11.519,0.69656,513.61,15.111,-30.241,32.407,33.21
240,81,18.518,0.72106,523.99,14.969,-33.957,31.725,34.935
255,81,3.3552,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,81,3.0375,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,81,16.084,0.52716,214.38,12.574,-12.338,12.338,13.827
303,81,4.5776,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,81,10.802,0.60541,177.16,10.46,-12.084,12.084,14
318,81,2.6766,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,81,1.4474,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,81,8.8924,0.36095,268.5,8.307,-14.491,14.524,16.334
328,81,21.259,0.58558,513.05,22.612,-32.025,32.025,32.025
335,81,13.002,0.6486,411.87,13.768,-24.728,23.384,25.483
336,81,15.359,0.64693,350.06,15.903,-21.837,20.582,22.921
351,81,4.5113,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,81,1.4908,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,81,15.012,0.68952,576.9,16.734,-33.305,35.515,36.276
368,81,21.672,0.69669,581.45,16.796,-36.012,34.853,36.944
383,81,6.522,0.72065,349.83,8.272,-23.269,22.959,23.406
384,81,6.2134,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,85,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,85,1.6948,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,85,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,85,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,85,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,85,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,85,12.116,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,85,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,85,2.6467,0.66748,340.77,10.093,-21.88,20.644,21.88
80,85,7.5726,0.65933,272.21,11.964,-18.724,15.748,19.084
94,85,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,85,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,85,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,85,2.4584,0.70847,456.68,13.541,-27.651,29.322,30.173
112,85,3.0354,0.74787,463.48,12.868,-31.143,30.541,32.173
127,85,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,85,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,85,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,85,2.1104,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,85,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,85,0.38933,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,85,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,85,13.948,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,85,10.481,0.5801,501.46,20.752,-29.745,29.26,31.765
207,85,3.0623,0.65242,381.94,12.024,-23.758,22.33,23.758
208,85,7.8283,0.65475,296.69,13.983,-19.137,17.23,20.271
222,85,0.43393,0.66278,309.56,8.002,-17.999,17.9,17.999
223,85,0.43366,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,85,5.6152,0.344,201.18,3.2058,-15.492,16.282,16.282
239,85,2.8349,0.69656,513.61,15.111,-30.241,32.407,33.21
240,85,3.451,0.72106,523.99,14.969,-33.957,31.725,34.935
255,85,0.51296,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,85,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,85,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,85,2.4807,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,85,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,85,0.72767,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,85,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,85,15.796,0.36095,268.5,8.307,-14.491,14.524,16.334
328,85,12.037,0.58558,513.05,22.612,-32.025,32.025,32.025
335,85,3.4326,0.6486,411.87,13.768,-24.728,23.384,25.483
336,85,8.2251,0.64693,350.06,15.903,-21.837,20.582,22.921
351,85,0.81243,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,85,5.6152,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,85,3.1682,0.68952,576.9,16.734,-33.305,35.515,36.276
368,85,3.8214,0.69669,581.45,16.796,-36.012,34.853,36.944
383,85,1.0821,0.72065,349.83,8.272,-23.269,22.959,23.406
384,85,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,86,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,86,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
