design,time,fpn,expedience,variability,average,max_fall,max_rise,range
48,119,7.3519,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,119,4.0978,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,119,1.3864,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,119,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,119,3.8581,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,119,35.168,0.57913,485.33,18.476,-29.295,27.655,31.035
79,119,15.446,0.66748,340.77,10.093,-21.88,20.644,21.88
80,119,8.6423,0.65933,272.21,11.964,-18.724,15.748,19.084
94,119,15.09,0.6748,286.66,6.752,-16.509,16.509,16.509
95,119,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,119,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,119,27.016,0.70847,456.68,13.541,-27.651,29.322,30.173
112,119,17.304,0.74787,463.48,12.868,-31.143,30.541,32.173
127,119,6.9223,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,119,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,119,18.527,0.5275,212.23,11.393,-12.338,11.931,13.777
175,119,7.2655,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,119,8.733,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,119,3.531,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,119,6.10E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,119,3.8581,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,119,38.084,0.5801,501.46,20.752,-29.745,29.26,31.765
207,119,19.702,0.65242,381.94,12.024,-23.758,22.33,23.758
208,119,10.243,0.65475,296.69,13.983,-19.137,17.23,20.271
222,119,16.839,0.66278,309.56,8.002,-17.999,17.9,17.999
223,119,2.0898,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,119,6.10E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,119,30.394,0.69656,513.61,15.111,-30.241,32.407,33.21
240,119,21.884,0.72106,523.99,14.969,-33.957,31.725,34.935
255,119,11.638,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,119,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,119,19.888,0.52716,214.38,12.574,-12.338,12.338,13.827
303,119,8.0674,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,119,9.9737,0.60541,177.16,10.46,-12.084,12.084,14
318,119,4.9571,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,119,6.10E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,119,3.8581,0.36095,268.5,8.307,-14.491,14.524,16.334
328,119,41,0.58558,513.05,22.612,-32.025,32.025,32.025
335,119,22.108,0.6486,411.87,13.768,-24.728,23.384,25.483
336,119,14.615,0.64693,350.06,15.903,-21.837,20.582,22.921
351,119,4.1795,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,119,6.10E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,119,33.772,0.68952,576.9,16.734,-33.305,35.515,36.276
368,119,25.964,0.69669,581.45,16.796,-36.012,34.853,36.944
383,119,15.843,0.72065,349.83,8.272,-23.269,22.959,23.406
384,119,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,120,17.166,0.53011,211.42,10.151,-12.339,11.448,13.727
47,120,5.4253,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,120,7.3519,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,120,4.0978,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,120,1.3864,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,120,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,120,3.8581,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,120,35.168,0.57913,485.33,18.476,-29.295,27.655,31.035
79,120,15.446,0.66748,340.77,10.093,-21.88,20.644,21.88
80,120,8.6423,0.65933,272.21,11.964,-18.724,15.748,19.084
94,120,15.09,0.6748,286.66,6.752,-16.509,16.509,16.509
95,120,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,120,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,120,27.016,0.70847,456.68,13.541,-27.651,29.322,30.173
112,120,17.304,0.74787,463.48,12.868,-31.143,30.541,32.173
127,120,6.9223,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,120,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,120,18.527,0.5275,212.23,11.393,-12.338,11.931,13.777
175,120,7.2655,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,120,8.733,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,120,3.531,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,120,6.10E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,120,3.8581,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,120,38.084,0.5801,501.46,20.752,-29.745,29.26,31.765
207,120,19.702,0.65242,381.94,12.024,-23.758,22.33,23.758
208,120,10.243,0.65475,296.69,13.983,-19.137,17.23,20.271
222,120,16.839,0.66278,309.56,8.002,-17.999,17.9,17.999
223,120,2.0898,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,120,6.10E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,120,30.394,0.69656,513.61,15.111,-30.241,32.407,33.21
240,120,21.884,0.72106,523.99,14.969,-33.957,31.725,34.935
255,120,11.638,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,120,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,120,19.888,0.52716,214.38,12.574,-12.338,12.338,13.827
303,120,8.0674,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,120,9.9737,0.60541,177.16,10.46,-12.084,12.084,14
318,120,4.9571,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,120,6.10E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,120,3.8581,0.36095,268.5,8.307,-14.491,14.524,16.334
328,120,41,0.58558,513.05,22.612,-32.025,32.025,32.025
335,120,22.108,0.6486,411.87,13.768,-24.728,23.384,25.483
336,120,14.615,0.64693,350.06,15.903,-21.837,20.582,22.921
351,120,4.1795,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,120,6.10E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,120,33.772,0.68952,576.9,16.734,-33.305,35.515,36.276
368,120,25.964,0.69669,581.45,16.796,-36.012,34.853,36.944
383,120,15.843,0.72065,349.83,8.272,-23.269,22.959,23.406
384,120,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
