design_id,capability,propulsion,fuel_mass,dfc,payload,speed,deltav,base_mass,mass_fraction,isp,dry_mass,wet_mass,cost,mau_1_1,fpn_1_1,mau_2_1,fpn_2_1,mau_3_1,fpn_3_1,mau_4_1,fpn_4_1,mau_5_1,fpn_5_1,mau_6_1,fpn_6_1,mau_7_1,fpn_7_1,mau_8_1,fpn_8_1,mau_1_2,fpn_1_2,mau_2_2,fpn_2_2,mau_3_2,fpn_3_2,mau_4_2,fpn_4_2,mau_5_2,fpn_5_2,mau_6_2,fpn_6_2,mau_7_2,fpn_7_2,mau_8_2,fpn_8_2,capability_name,propulsion_name
340,2,2,600,2,3000,0,2278.4,25,0.3,3000,7446,8046,1197.4,0.49255,15.798,0.70418,3.3369,NaN,NaN,0.57709,6.3282,0.44918,2.3955,0.29922,15.798,NaN,NaN,NaN,NaN,0.49359,16.669,0.70453,3.4596,NaN,NaN,0.57726,6.3107,0.44953,2.5495,0.29978,16.669,NaN,NaN,NaN,NaN,High,Electric
341,2,2,1200,2,3000,0,4277.7,25,0.3,3000,7662,8862,1237.9,0.68782,11.682,0.76927,1.7417,NaN,NaN,0.60964,4.0527,0.51427,1.4617,0.40383,16.391,NaN,NaN,NaN,NaN,0.69046,11.38,0.77015,2.5642,NaN,NaN,0.61012,4.1882,0.51515,1.6116,0.40616,17.249,0.28031,11.69,NaN,NaN,High,Electric
342,2,2,3000,2,3000,0,9061.9,25,0.3,3000,8310,11310,1359.6,0.82236,6.5904,0.81412,1.6618,NaN,NaN,0.64,5.8326,0.55912,1.193,0.73589,12.604,0.39295,6.991,NaN,NaN,0.82515,6.2714,0.81505,2.301,NaN,NaN,0.64,5.9291,0.56005,1.3309,0.74287,13.249,0.40039,7.2725,NaN,NaN,High,Electric
343,2,2,10000,2,3000,0,19230,25,0.3,3000,10830,20830,1832.8,0.87,4.2831,0.83,4.9996,NaN,NaN,0.64,12.755,0.575,4.2832,0.93,0.000058,0.67384,0.62675,NaN,NaN,0.87,4.0329,0.83,5.2495,NaN,NaN,0.64,12.699,0.575,4.033,0.93,0.000058,0.68,1.1617,NaN,NaN,High,Electric
344,2,2,30000,2,3000,0,28806,25,0.3,3000,18030,48030,3184.8,0.87,11.433,0.83,14.698,NaN,NaN,0.64,27.606,0.575,23.053,0.93,5.4284,0.68,12.242,NaN,NaN,0.87,10.209,0.83,13.48,NaN,NaN,0.64,27.779,0.575,22.146,0.93,5.4285,0.68,9.9547,NaN,NaN,High,Electric
345,2,3,30,2,3000,1,52.362,1000,0.2,1500,8407.2,8437.2,1345.5,0.37511,17.964,0.7317,4.5618,NaN,NaN,0.84085,2.694,0.4267,4.5618,0.23274,17.964,NaN,NaN,0.38511,17.736,0.37542,17.82,0.73181,3.701,NaN,NaN,0.8409,3.1353,0.42681,3.7395,0.23291,17.82,NaN,NaN,0.38542,17.38,High,Nuclear
346,2,3,100,2,3000,1,173.47,1000,0.2,1500,8424,8524,1348.8,0.38694,18.014,0.73565,4.5724,NaN,NaN,0.84282,2.6103,0.43065,4.6113,0.23908,18.014,NaN,NaN,0.39694,17.786,0.38796,17.878,0.73599,3.7583,NaN,NaN,0.84299,3.0963,0.43099,3.7583,0.23962,17.878,NaN,NaN,0.39796,17.436,High,Nuclear
347,2,3,300,2,3000,1,511.53,1000,0.2,1500,8472,8772,1358.5,0.41996,18.155,0.74665,4.205,NaN,NaN,0.84833,2.7519,0.44165,4.753,0.25677,18.155,NaN,NaN,0.42996,17.928,0.42291,18.042,0.74764,3.3563,NaN,NaN,0.84882,2.6478,0.44264,3.922,0.25834,18.042,NaN,NaN,0.43291,17.596,High,Nuclear
348,2,3,600,2,3000,1,997.67,1000,0.2,1500,8544,9144,1373,0.46745,18.368,0.76248,3.4382,NaN,NaN,0.85624,2.058,0.45748,4.9654,0.2822,18.368,NaN,NaN,0.47745,18.14,0.47304,18.287,0.76435,3.6019,NaN,NaN,0.85717,2.1635,0.45935,4.1677,0.2852,18.287,NaN,NaN,0.48304,17.515,High,Nuclear
349,2,3,1200,2,3000,1,1901.9,1000,0.2,1500,8688,9888,1402.1,0.55576,16.028,0.79192,3.312,NaN,NaN,0.87096,2.2832,0.48692,3.863,0.32952,18.792,NaN,NaN,0.56576,17.754,0.56592,16.745,0.79531,3.0589,NaN,NaN,0.87265,2.0892,0.49031,3.3159,0.33496,18.778,NaN,NaN,0.57592,17.035,High,Nuclear
350,2,3,3000,2,3000,1,4180.5,1000,0.2,1500,9120,12120,1489.2,0.77833,8.6189,0.86611,1.0671,NaN,NaN,0.90805,0.64143,0.56111,0.99161,0.44875,20.067,NaN,NaN,0.78833,10.157,0.79244,8.4212,0.87081,0.80468,0.38975,18.589,0.91061,0.55747,0.56581,0.74767,0.46109,20.252,0.48163,8.5542,0.80244,10.063,High,Nuclear
351,2,3,10000,2,3000,1,9634.5,1000,0.2,1500,10800,20800,1828,0.93164,2.502,0.91721,0.79448,0.90328,4.2701,0.94,0.0000921,0.61221,3.3224,0.8091,12.04,0.61771,4.3807,0.94164,2.1886,0.93691,2.5586,0.91897,0.81243,0.91382,4.1795,0.94,0.0000921,0.61397,3.0253,0.82228,10.609,0.63177,4.5113,0.94691,2.2379,High,Nuclear
352,2,3,30000,2,3000,1,15768,1000,0.2,1500,15600,45600,2796,0.97,5.23E-05,0.93,5.4965,0.98,0.000061,0.94,6.0355,0.625,17.482,0.98,0.0000663,0.84614,1.4785,0.98,0.000061,0.97,0.0000523,0.93,5.6152,0.98,0.000061,0.94,6.0355,0.625,18.789,0.98,0.0000663,0.84857,1.4908,0.98,0.000061,High,Nuclear
353,3,0,100,2,5000,1,24.369,0,0.12,300,12014,12114,1923.3,0.40238,26.417,0.80079,8.1803,NaN,NaN,0.9004,3.9838,0.80079,3.6527,0.25128,26.417,NaN,NaN,0.40238,26.189,0.40238,27.949,0.80079,8.4302,NaN,NaN,0.9004,3.9838,0.80079,3.9324,0.25128,27.949,NaN,NaN,0.40238,26.945,Extreme,Biprop
354,3,0,300,2,5000,1,72.339,0,0.12,300,12043,12343,1929.9,0.40707,26.514,0.80236,8.0103,NaN,NaN,0.90118,3.9052,0.80236,3.7494,0.25379,26.514,NaN,NaN,0.40707,26.286,0.40707,28.065,0.80236,8.2601,NaN,NaN,0.90118,3.9053,0.80236,4.0487,0.25379,28.065,NaN,NaN,0.40707,27.058,Extreme,Biprop
355,3,0,600,2,5000,1,142.44,0,0.12,300,12086,12686,1939.8,0.41391,26.659,0.80464,7.7617,NaN,NaN,0.90232,3.7904,0.80464,3.8944,0.25745,26.659,NaN,NaN,0.41391,26.431,0.41391,28.239,0.80464,8.0115,NaN,NaN,0.90232,3.7904,0.80464,4.2231,0.25745,28.239,NaN,NaN,0.41391,27.228,Extreme,Biprop
356,3,0,1200,2,5000,1,276.42,0,0.12,300,12173,13373,1959.6,0.427,26.917,0.809,7.2867,NaN,NaN,0.9045,3.5711,0.809,4.1844,0.26446,26.949,NaN,NaN,0.427,26.247,0.427,28.335,0.809,7.5365,NaN,NaN,0.9045,3.5711,0.809,4.5718,0.26446,28.588,NaN,NaN,0.427,27.569,Extreme,Biprop
357,3,0,3000,2,5000,1,635.54,0,0.12,300,12432,15432,2019.1,0.46208,26.058,0.82069,7.0086,NaN,NaN,0.91035,2.983,0.82069,3.5271,0.28325,27.818,NaN,NaN,0.46208,26.78,0.46208,27.932,0.82069,7.9066,NaN,NaN,0.91035,3.0482,0.82069,4.0997,0.28325,29.634,NaN,NaN,0.46208,27.63,Extreme,Biprop
358,3,0,10000,2,5000,1,1635.3,0,0.12,300,13440,23440,2250.4,0.55972,26.327,0.85324,7.7614,NaN,NaN,0.92662,2.8591,0.85324,6.5869,0.33557,31.202,NaN,NaN,0.55972,27.331,0.55972,26.91,0.85324,7.9708,NaN,NaN,0.92662,3.0352,0.85324,6.676,0.33557,33.702,NaN,NaN,0.55972,29.644,Extreme,Biprop
359,3,0,30000,2,5000,1,3067,0,0.12,300,16320,46320,2911.2,0.69956,20.629,0.89985,8.7795,NaN,NaN,0.94993,5.0369,0.89985,8.1577,0.41048,40.613,NaN,NaN,0.69956,24.044,0.69956,23.599,0.89985,8.8982,NaN,NaN,0.94993,5.0369,0.89985,8.2679,0.41048,43.376,NaN,NaN,0.69956,24.044,Extreme,Biprop
360,3,0,50000,2,5000,1,3769.3,0,0.12,300,19200,69200,3572,0.76817,21.191,0.92272,8.0747,NaN,NaN,0.96136,3.8867,0.92272,7.8197,0.44723,44.967,NaN,NaN,0.76817,19.536,0.76817,21.851,0.92272,8.416,NaN,NaN,0.96136,3.8867,0.92272,7.8198,0.44723,45.9,NaN,NaN,0.76817,20.328,Extreme,Biprop
361,3,1,100,2,5000,1,36.55,0,0.13,450,12016,12116,1923.5,0.40357,26.42,0.80119,8.1372,NaN,NaN,0.9006,3.9639,0.80119,3.6555,0.25191,26.42,NaN,NaN,0.40357,26.192,0.40436,27.952,0.80145,8.3583,NaN,NaN,0.90073,3.9506,0.80145,3.9354,0.25234,27.952,NaN,NaN,0.40436,26.948,Extreme,Cryo
362,3,1,300,2,5000,1,108.48,0,0.13,450,12047,12347,1930.5,0.4106,26.522,0.80353,7.8821,NaN,NaN,0.90177,3.8461,0.80353,3.7578,0.25568,26.522,NaN,NaN,0.4106,26.294,0.41295,28.074,0.80432,8.0466,NaN,NaN,0.90216,3.8066,0.80432,4.0576,0.25694,28.074,NaN,NaN,0.41295,27.067,Extreme,Cryo
363,3,1,600,2,5000,1,213.54,0,0.13,450,12094,12694,1941,0.42086,26.675,0.80695,7.5097,NaN,NaN,0.90348,3.674,0.80695,3.9112,0.26117,26.675,NaN,NaN,0.42086,26.448,0.42549,28.004,0.8085,7.5912,NaN,NaN,0.90425,3.5964,0.8085,4.2409,0.26366,28.257,NaN,NaN,0.42549,27.246,Extreme,Cryo
364,3,1,1200,2,5000,1,414.16,0,0.13,450,12187,13387,1962,0.44045,26.728,0.81348,6.7983,NaN,NaN,0.90674,3.3455,0.81348,4.1676,0.27167,26.982,NaN,NaN,0.44045,25.944,0.44944,27.503,0.81648,6.896,NaN,NaN,0.90824,3.1948,0.81648,3.9227,0.27649,28.624,NaN,NaN,0.44944,27.527,Extreme,Cryo
365,3,1,3000,2,5000,1,950.83,0,0.13,450,12468,15468,2024.9,0.49287,24.032,0.83096,7.0929,NaN,NaN,0.91548,2.4667,0.83096,3.6114,0.29975,27.903,NaN,NaN,0.49287,26.253,0.51351,26.394,0.83784,7.9956,NaN,NaN,0.91892,3.1372,0.83784,4.1888,0.31081,29.723,NaN,NaN,0.51351,27.716,Extreme,Cryo
366,3,1,10000,2,5000,1,2436.2,0,0.13,450,13560,23560,2269.6,0.63795,21.944,0.87932,4.9215,NaN,NaN,0.93966,1.5476,0.87932,3.9481,0.37748,31.336,NaN,NaN,0.63795,24.335,0.69083,21.628,0.89694,3.2112,NaN,NaN,0.94847,2.3753,0.89694,2.5608,0.4058,33.746,NaN,NaN,0.69083,21.636,Extreme,Cryo
367,3,1,30000,2,5000,1,4538.4,0,0.13,450,16680,46680,2968.8,0.82715,14.448,0.94238,4.1479,0.4286,38.353,0.97179,2.8379,0.94238,3.854,0.49288,36.143,0.60477,11.937,0.82715,13.638,0.85741,11.648,0.95247,3.1682,0.54963,33.772,0.97935,2.0771,0.95247,2.9438,0.56852,34.386,0.62494,15.012,0.85741,11.188,Extreme,Cryo
368,3,1,50000,2,5000,1,5556.4,0,0.13,450,19800,69800,3668,0.85769,12.84,0.95256,5.166,0.55077,36.923,0.97942,2.0699,0.95256,4.8001,0.56923,38.082,0.62513,19.592,0.85769,12.231,0.89473,12.035,0.96491,3.8214,0.69894,25.964,0.98868,1.1383,0.96491,3.5507,0.66184,29.115,0.64982,21.672,0.89473,10.527,Extreme,Cryo
369,3,2,30,2,5000,0,73.16,25,0.3,3000,12041,12071,1926.8,0.30715,26.468,0.70238,11.539,NaN,NaN,0.60119,14.13,0.75238,4.7681,0.20383,26.468,NaN,NaN,NaN,NaN,0.30715,27.994,0.70238,12.356,NaN,NaN,0.60119,14.933,0.75238,4.9951,0.20383,27.994,NaN,NaN,NaN,NaN,Extreme,Electric
370,3,2,100,2,5000,0,242.66,25,0.3,3000,12066,12166,1931.6,0.3237,26.538,0.7079,11.608,NaN,NaN,0.60395,14.199,0.7579,4.688,0.2127,26.538,NaN,NaN,NaN,NaN,0.32371,28.061,0.7079,12.424,NaN,NaN,0.60395,15,0.7579,4.8062,0.2127,28.061,NaN,NaN,NaN,NaN,Extreme,Electric
371,3,2,300,2,5000,0,717.81,25,0.3,3000,12138,12438,1945.1,0.37011,26.735,0.72337,10.778,NaN,NaN,0.61169,14.397,0.77337,4.3173,0.23756,26.735,NaN,NaN,NaN,NaN,0.37021,28.255,0.7234,11.566,NaN,NaN,0.6117,15.194,0.7734,4.6569,0.23761,28.255,NaN,NaN,NaN,NaN,Extreme,Electric
372,3,2,600,2,5000,0,1406.3,25,0.3,3000,12246,12846,1965.4,0.43736,26.778,0.74579,10.523,NaN,NaN,0.62289,14.694,0.79579,4.2679,0.27359,27.032,NaN,NaN,NaN,NaN,0.43775,28.292,0.74592,11.856,NaN,NaN,0.62296,15.484,0.79592,4.5289,0.2738,28.545,NaN,NaN,NaN,NaN,Extreme,Electric
373,3,2,1200,2,5000,0,2702.9,25,0.3,3000,12462,13662,2005.9,0.564,23.755,0.788,9.5736,NaN,NaN,0.644,15.287,0.838,3.3341,0.34143,27.625,NaN,NaN,NaN,NaN,0.56547,25.671,0.78849,9.7703,NaN,NaN,0.64424,16.064,0.83849,3.5909,0.34221,29.125,NaN,NaN,NaN,NaN,Extreme,Electric
374,3,2,3000,2,5000,0,6058.3,25,0.3,3000,13110,16110,2127.6,0.77275,12.262,0.85758,7.2886,NaN,NaN,0.68319,16.567,0.90758,1.0879,0.55687,27.481,0.43517,13.631,NaN,NaN,0.77503,12.001,0.85834,7.415,NaN,NaN,0.68376,17.165,0.90834,1.1,0.56258,27.537,0.43669,14.128,NaN,NaN,Extreme,Electric
375,3,2,10000,2,5000,0,14540,25,0.3,3000,15630,25630,2600.8,0.9,6.1194,0.9,6.1555,NaN,NaN,0.7,19.818,0.95,3.0834,0.93851,3.2299,0.74162,3.3586,NaN,NaN,0.9,6.7788,0.9,6.0122,NaN,NaN,0.7,20.947,0.95,3.1936,0.94987,1.5138,0.75979,1.8528,NaN,NaN,Extreme,Electric
376,3,2,30000,2,5000,0,24667,25,0.3,3000,22830,52830,3952.8,0.9,11.433,0.9,10.891,NaN,NaN,0.7,25.933,0.95,5.0595,0.95,5.2898,0.8,14.189,NaN,NaN,0.9,10.961,0.9,10.891,NaN,NaN,0.7,25.831,0.95,5.0596,0.95,5.4285,0.8,11.134,NaN,NaN,Extreme,Electric
377,3,3,30,2,5000,1,33.353,1000,0.2,1500,13207,13237,2113.5,0.40326,29.198,0.80109,8.3886,NaN,NaN,0.90054,3.9691,0.80109,5.4222,0.25175,29.198,NaN,NaN,0.40326,28.621,0.40338,29.696,0.80113,8.3939,NaN,NaN,0.90056,3.9671,0.80113,5.4764,0.25181,29.696,NaN,NaN,0.40338,28.651,Extreme,Nuclear
378,3,3,100,2,5000,1,110.74,1000,0.2,1500,13224,13324,2116.8,0.41082,28.993,0.80361,8.438,NaN,NaN,0.9018,3.8423,0.80361,5.1673,0.25579,29.248,NaN,NaN,0.41082,28.209,0.41122,29.501,0.80374,8.1092,NaN,NaN,0.90187,3.8356,0.80374,5.2119,0.25601,29.754,NaN,NaN,0.41122,28.707,Extreme,Nuclear
379,3,3,300,2,5000,1,328.58,1000,0.2,1500,13272,13572,2126.5,0.43209,29.135,0.8107,8.5797,NaN,NaN,0.90535,3.5183,0.8107,5.0982,0.26719,29.39,NaN,NaN,0.43209,28.351,0.43328,29.35,0.81109,8.1899,NaN,NaN,0.90555,3.4657,0.81109,4.4678,0.26783,29.917,NaN,NaN,0.43328,28.866,Extreme,Nuclear
380,3,3,600,2,5000,1,646.54,1000,0.2,1500,13344,13944,2141,0.46315,26.837,0.82105,8.7921,NaN,NaN,0.91053,3.7308,0.82105,5.3106,0.28383,29.602,NaN,NaN,0.46315,28.563,0.46545,28.13,0.82182,8.4356,NaN,NaN,0.91091,3.5772,0.82182,4.6287,0.28506,30.163,NaN,NaN,0.46545,28.146,Extreme,Nuclear
381,3,3,1200,2,5000,1,1252.9,1000,0.2,1500,13488,14688,2170.1,0.52238,26.156,0.84079,9.1172,NaN,NaN,0.9204,3.4853,0.84079,5.7354,0.31556,30.027,NaN,NaN,0.52238,27.005,0.5267,27.325,0.84223,8.9268,NaN,NaN,0.92112,3.5889,0.84223,5.1199,0.31787,30.654,NaN,NaN,0.5267,27.934,Extreme,Nuclear
382,3,3,3000,2,5000,1,2869,1000,0.2,1500,13920,16920,2257.2,0.68023,19.853,0.89341,3.3869,NaN,NaN,0.9467,1.1293,0.89341,2.5222,0.40012,31.047,NaN,NaN,0.68023,20.967,0.68929,20.297,0.89643,3.2673,NaN,NaN,0.94822,0.8629,0.89643,2.3056,0.40498,31.875,NaN,NaN,0.68929,21.378,Extreme,Nuclear
383,3,3,10000,2,5000,1,7281.2,1000,0.2,1500,15600,25600,2596,0.90944,5.0405,0.96981,1.1608,0.75775,16.225,0.99236,0.7686,0.96981,1.0786,0.69859,24.038,0.65962,6.2669,0.90944,5.4089,0.91487,5.0784,0.97162,1.0821,0.77949,15.843,0.99372,0.63193,0.97162,1.0055,0.71218,22.563,0.66325,6.522,0.91487,5.4419,Extreme,Nuclear
384,3,3,30000,2,5000,1,13296,1000,0.2,1500,20400,50400,3564,1,5.00E-05,1,0.00005,1,0.00005,1,0.00005,1,0.00005,0.95739,4.4877,0.89182,6.7264,1,0.00005,1,0.00005,1,0.00005,1,0.00005,1,0.00005,1,0.00005,0.96262,4.0582,0.90019,6.2134,1,0.00005,Extreme,Nuclear
